,ID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
2501,20,-76.0,-65.0,-63.0,-63.0,-58.0,-48.0,-60.0,-77.0,-58.0,-76.0,-59.0,-56.0,-65.0,-70.0,-65.0,-66.0,-64.0,-68.0,-61.0
2501,21,-80.0,-67.0,-70.0,-60.0,-62.0,-70.0,-67.0,-78.0,-69.0,-62.0,-79.0,-60.0,-62.0,-53.0,-62.0,-90.0,-54.0,-58.0,-55.0
2502,20,-76.0,-65.0,-63.0,-63.0,-58.0,-48.0,-60.0,-77.0,-58.0,-76.0,-59.0,-56.0,-65.0,-70.0,-65.0,-66.0,-64.0,-68.0,-61.0
2502,21,-80.0,-67.0,-70.0,-60.0,-62.0,-70.0,-67.0,-78.0,-69.0,-62.0,-79.0,-60.0,-62.0,-53.0,-62.0,-90.0,-54.0,-58.0,-55.0
2503,20,-76.0,-65.0,-63.0,-63.0,-58.0,-48.0,-60.0,-77.0,-58.0,-76.0,-59.0,-56.0,-65.0,-70.0,-65.0,-66.0,-64.0,-68.0,-61.0
2503,21,-80.0,-67.0,-70.0,-60.0,-62.0,-70.0,-67.0,-78.0,-69.0,-62.0,-79.0,-60.0,-62.0,-53.0,-62.0,-90.0,-54.0,-58.0,-55.0
2504,21,-78.0,-69.0,-70.0,-63.0,-60.0,-66.0,-67.0,-77.0,-69.0,-63.0,-79.0,-56.0,-63.0,-51.0,-61.0,-50.0,-55.0,-55.0,-53.0
2504,20,-76.0,-65.0,-63.0,-63.0,-58.0,-48.0,-60.0,-77.0,-58.0,-76.0,-59.0,-56.0,-65.0,-70.0,-65.0,-66.0,-64.0,-68.0,-61.0
2505,20,-69.0,-67.0,-58.0,-64.0,-66.0,-48.0,-57.0,-76.0,-59.0,,-62.0,-61.0,-64.0,-69.0,-70.0,-68.0,-62.0,-61.0,-58.0
2505,21,-78.0,-69.0,-70.0,-63.0,-60.0,-66.0,-67.0,-77.0,-69.0,-63.0,-79.0,-56.0,-63.0,-51.0,-61.0,-50.0,-55.0,-55.0,-53.0
2506,21,-78.0,-69.0,-70.0,-60.0,-59.0,-66.0,-66.0,-77.0,-66.0,-61.0,-79.0,-62.0,-63.0,-58.0,-64.0,-52.0,-58.0,-55.0,-58.0
2506,20,-69.0,-67.0,-58.0,-64.0,-66.0,-48.0,-57.0,-76.0,-59.0,,-62.0,-61.0,-64.0,-69.0,-70.0,-68.0,-62.0,-61.0,-58.0
2507,21,-78.0,-69.0,-70.0,-60.0,-59.0,-66.0,-66.0,-77.0,-66.0,-61.0,-79.0,-62.0,-63.0,-58.0,-64.0,-52.0,-58.0,-55.0,-58.0
2507,20,-69.0,-67.0,-58.0,-64.0,-66.0,-48.0,-57.0,-76.0,-59.0,,-62.0,-61.0,-64.0,-69.0,-70.0,-68.0,-62.0,-61.0,-58.0
2508,20,-69.0,-67.0,-58.0,-64.0,-66.0,-48.0,-57.0,-76.0,-59.0,,-62.0,-61.0,-64.0,-69.0,-70.0,-68.0,-62.0,-61.0,-58.0
2508,21,-78.0,-69.0,-70.0,-60.0,-59.0,-66.0,-66.0,-77.0,-66.0,-61.0,-79.0,-62.0,-63.0,-58.0,-64.0,-52.0,-58.0,-55.0,-58.0
2509,20,-69.0,-67.0,-58.0,-64.0,-66.0,-48.0,-57.0,-76.0,-59.0,,-62.0,-61.0,-64.0,-69.0,-70.0,-68.0,-62.0,-61.0,-58.0
2509,21,-71.0,-67.0,-68.0,-60.0,-60.0,-66.0,-66.0,-77.0,-62.0,-64.0,-76.0,-60.0,-62.0,-52.0,-66.0,-55.0,-58.0,-59.0,-56.0
2510,20,-69.0,-67.0,-58.0,-64.0,-66.0,-48.0,-57.0,-76.0,-59.0,,-62.0,-61.0,-64.0,-69.0,-70.0,-68.0,-62.0,-61.0,-58.0
2510,21,-71.0,-69.0,-69.0,-62.0,-60.0,-68.0,-65.0,-75.0,-67.0,-62.0,-77.0,-60.0,-63.0,-54.0,-64.0,-52.0,-54.0,-56.0,-55.0
2511,20,-69.0,-67.0,-58.0,-64.0,-66.0,-48.0,-57.0,-76.0,-59.0,,-62.0,-61.0,-64.0,-69.0,-70.0,-68.0,-62.0,-61.0,-58.0
2511,21,-71.0,-69.0,-69.0,-62.0,-60.0,-68.0,-65.0,-75.0,-67.0,-62.0,-77.0,-60.0,-63.0,-54.0,-64.0,-52.0,-54.0,-56.0,-55.0
2512,20,-69.0,-67.0,-58.0,-64.0,-66.0,-48.0,-57.0,-76.0,-59.0,,-62.0,-61.0,-64.0,-69.0,-70.0,-68.0,-62.0,-61.0,-58.0
2512,21,-71.0,-70.0,-68.0,-61.0,-62.0,-65.0,-73.0,-75.0,-65.0,-64.0,-77.0,-58.0,-76.0,-54.0,-65.0,-52.0,-52.0,-61.0,-54.0
2513,21,-71.0,-70.0,-68.0,-61.0,-62.0,-65.0,-73.0,-75.0,-65.0,-64.0,-77.0,-58.0,-76.0,-54.0,-65.0,-52.0,-52.0,-61.0,-54.0
2513,20,-69.0,-67.0,-58.0,-64.0,-66.0,-48.0,-57.0,-76.0,-59.0,,-62.0,-61.0,-64.0,-69.0,-70.0,-68.0,-62.0,-61.0,-58.0
2514,21,-71.0,-70.0,-68.0,-61.0,-62.0,-65.0,-73.0,-75.0,-65.0,-64.0,-77.0,-58.0,-76.0,-54.0,-65.0,-52.0,-52.0,-61.0,-54.0
2514,20,-70.0,-61.0,-56.0,-62.0,-63.0,-47.0,-51.0,-73.0,-55.0,-72.0,-64.0,-62.0,-62.0,-69.0,-66.0,-64.0,-64.0,-66.0,-56.0
2515,20,-70.0,-61.0,-56.0,-62.0,-63.0,-47.0,-51.0,-73.0,-55.0,-72.0,-64.0,-62.0,-62.0,-69.0,-66.0,-64.0,-64.0,-66.0,-56.0
2515,21,-71.0,-69.0,-69.0,-64.0,-66.0,-62.0,-66.0,-76.0,-68.0,-66.0,-79.0,-58.0,-78.0,-55.0,-67.0,-56.0,-54.0,-62.0,-56.0
2516,20,-70.0,-61.0,-56.0,-62.0,-63.0,-47.0,-51.0,-73.0,-55.0,-72.0,-64.0,-62.0,-62.0,-69.0,-66.0,-64.0,-64.0,-66.0,-56.0
2516,21,-71.0,-69.0,-69.0,-64.0,-66.0,-62.0,-66.0,-76.0,-68.0,-66.0,-79.0,-58.0,-78.0,-55.0,-67.0,-56.0,-54.0,-62.0,-56.0
2517,20,-70.0,-61.0,-56.0,-62.0,-63.0,-47.0,-51.0,-73.0,-55.0,-72.0,-64.0,-62.0,-62.0,-69.0,-66.0,-64.0,-64.0,-66.0,-56.0
2517,21,-71.0,-69.0,-69.0,-64.0,-66.0,-62.0,-66.0,-76.0,-68.0,-66.0,-79.0,-58.0,-78.0,-55.0,-67.0,-56.0,-54.0,-62.0,-56.0
2518,20,-70.0,-61.0,-56.0,-62.0,-63.0,-47.0,-51.0,-73.0,-55.0,-72.0,-64.0,-62.0,-62.0,-69.0,-66.0,-64.0,-64.0,-66.0,-56.0
2518,21,-70.0,-69.0,-69.0,-59.0,-65.0,-66.0,-66.0,-73.0,-68.0,-66.0,-77.0,-60.0,-62.0,-51.0,-65.0,-51.0,-55.0,-58.0,-59.0
2519,20,-70.0,-61.0,-56.0,-62.0,-63.0,-47.0,-51.0,-73.0,-55.0,-72.0,-64.0,-62.0,-62.0,-69.0,-66.0,-64.0,-64.0,-66.0,-56.0
2519,21,-70.0,-69.0,-69.0,-59.0,-65.0,-66.0,-66.0,-73.0,-68.0,-66.0,-77.0,-60.0,-62.0,-51.0,-65.0,-51.0,-55.0,-58.0,-59.0
2520,20,-70.0,-61.0,-56.0,-62.0,-63.0,-47.0,-51.0,-73.0,-55.0,-72.0,-64.0,-62.0,-62.0,-69.0,-66.0,-64.0,-64.0,-66.0,-56.0
2520,21,-67.0,-70.0,-67.0,-65.0,-66.0,-65.0,-66.0,-73.0,-74.0,-68.0,-77.0,-59.0,-60.0,-53.0,-62.0,-55.0,-55.0,-61.0,-58.0
2521,20,-70.0,-61.0,-56.0,-62.0,-63.0,-47.0,-51.0,-73.0,-55.0,-72.0,-64.0,-62.0,-62.0,-69.0,-66.0,-64.0,-64.0,-66.0,-56.0
2521,21,-73.0,-67.0,-70.0,-65.0,-65.0,-65.0,-62.0,-75.0,-73.0,-65.0,-77.0,-61.0,-61.0,-53.0,-64.0,-56.0,-52.0,-64.0,-54.0
2522,20,-70.0,-61.0,-56.0,-62.0,-63.0,-47.0,-51.0,-73.0,-55.0,-72.0,-64.0,-62.0,-62.0,-69.0,-66.0,-64.0,-64.0,-66.0,-56.0
2522,21,-73.0,-67.0,-70.0,-65.0,-65.0,-65.0,-62.0,-75.0,-73.0,-65.0,-77.0,-61.0,-61.0,-53.0,-64.0,-56.0,-52.0,-64.0,-54.0
2523,21,-71.0,-71.0,-71.0,-61.0,-77.0,-64.0,-89.0,-75.0,-66.0,-66.0,-80.0,-58.0,-64.0,-55.0,-63.0,-50.0,-55.0,-59.0,-56.0
2523,20,-80.0,-62.0,-66.0,-65.0,-63.0,-47.0,-48.0,-75.0,-55.0,-70.0,-55.0,-62.0,-68.0,-66.0,-61.0,-70.0,-74.0,,-57.0
2524,20,-80.0,-62.0,-66.0,-65.0,-63.0,-47.0,-48.0,-75.0,-55.0,-70.0,-55.0,-62.0,-68.0,-66.0,-61.0,-70.0,-74.0,,-57.0
2524,21,-71.0,-71.0,-71.0,-61.0,-77.0,-64.0,-89.0,-75.0,-66.0,-66.0,-80.0,-58.0,-64.0,-55.0,-63.0,-50.0,-55.0,-59.0,-56.0
2525,21,-66.0,-69.0,-66.0,-61.0,-60.0,-64.0,-65.0,-75.0,-67.0,-64.0,-73.0,-61.0,-62.0,-52.0,-64.0,-51.0,-55.0,-64.0,-56.0
2525,20,,,,,,,,,,,,,,,,,,,
2526,21,-78.0,-72.0,-66.0,-65.0,-76.0,-62.0,-54.0,-82.0,-64.0,-74.0,-64.0,-52.0,-62.0,-72.0,-62.0,-71.0,-72.0,-62.0,-65.0
2526,21,-66.0,-69.0,-66.0,-61.0,-60.0,-64.0,-65.0,-75.0,-67.0,-64.0,-73.0,-61.0,-62.0,-52.0,-64.0,-51.0,-55.0,-64.0,-56.0
2527,21,-78.0,-72.0,-66.0,-65.0,-76.0,-62.0,-54.0,-82.0,-64.0,-74.0,-64.0,-52.0,-62.0,-72.0,-62.0,-71.0,-72.0,-62.0,-65.0
2527,21,-72.0,-69.0,-66.0,-60.0,-61.0,-65.0,-64.0,-77.0,-65.0,-65.0,-77.0,-71.0,-64.0,-54.0,-62.0,-52.0,-54.0,-54.0,-56.0
2528,21,-78.0,-72.0,-66.0,-65.0,-76.0,-62.0,-54.0,-82.0,-64.0,-74.0,-64.0,-52.0,-62.0,-72.0,-62.0,-71.0,-72.0,-62.0,-65.0
2528,21,-72.0,-69.0,-66.0,-60.0,-61.0,-65.0,-64.0,-77.0,-65.0,-65.0,-77.0,-71.0,-64.0,-54.0,-62.0,-52.0,-54.0,-54.0,-56.0
2529,21,-78.0,-72.0,-66.0,-65.0,-76.0,-62.0,-54.0,-82.0,-64.0,-74.0,-64.0,-52.0,-62.0,-72.0,-62.0,-71.0,-72.0,-62.0,-65.0
2529,21,-72.0,-70.0,-67.0,-61.0,-66.0,-68.0,-64.0,-77.0,-65.0,-63.0,-73.0,-59.0,-58.0,-52.0,-66.0,-57.0,-54.0,-78.0,-59.0
2530,21,-72.0,-70.0,-67.0,-61.0,-66.0,-68.0,-64.0,-77.0,-65.0,-63.0,-73.0,-59.0,-58.0,-52.0,-66.0,-57.0,-54.0,-78.0,-59.0
2530,21,-78.0,-72.0,-66.0,-65.0,-76.0,-62.0,-54.0,-82.0,-64.0,-74.0,-64.0,-52.0,-62.0,-72.0,-62.0,-71.0,-72.0,-62.0,-65.0
2531,21,-75.0,-69.0,-70.0,-61.0,-64.0,-67.0,-67.0,-77.0,-68.0,-63.0,-73.0,-59.0,-63.0,-53.0,-63.0,-51.0,-54.0,-78.0,-63.0
2531,21,-78.0,-72.0,-66.0,-65.0,-76.0,-62.0,-54.0,-82.0,-64.0,-74.0,-64.0,-52.0,-62.0,-72.0,-62.0,-71.0,-72.0,-62.0,-65.0
2532,21,-78.0,-72.0,-66.0,-65.0,-76.0,-62.0,-54.0,-82.0,-64.0,-74.0,-64.0,-52.0,-62.0,-72.0,-62.0,-71.0,-72.0,-62.0,-65.0
2532,21,-75.0,-69.0,-70.0,-61.0,-64.0,-67.0,-67.0,-77.0,-68.0,-63.0,-73.0,-59.0,-63.0,-53.0,-63.0,-51.0,-54.0,-78.0,-63.0
2533,21,-75.0,-69.0,-70.0,-60.0,-66.0,-67.0,-66.0,-77.0,-74.0,-62.0,-73.0,-58.0,-80.0,-53.0,-62.0,-51.0,-55.0,-59.0,-58.0
2533,21,-78.0,-72.0,-66.0,-65.0,-76.0,-62.0,-54.0,-82.0,-64.0,-74.0,-64.0,-52.0,-62.0,-72.0,-62.0,-71.0,-72.0,-62.0,-65.0
2534,21,-75.0,-69.0,-70.0,-60.0,-66.0,-67.0,-66.0,-77.0,-74.0,-62.0,-73.0,-58.0,-80.0,-53.0,-62.0,-51.0,-55.0,-59.0,-58.0
2534,21,,-68.0,-58.0,-61.0,,-50.0,-53.0,-74.0,-68.0,-47.0,-60.0,-63.0,-60.0,-67.0,-59.0,-68.0,-71.0,-59.0,-68.0
2535,21,-75.0,-69.0,-70.0,-60.0,-66.0,-67.0,-66.0,-77.0,-74.0,-62.0,-73.0,-58.0,-80.0,-53.0,-62.0,-51.0,-55.0,-59.0,-58.0
2535,21,,-68.0,-58.0,-61.0,,-50.0,-53.0,-74.0,-68.0,-47.0,-60.0,-63.0,-60.0,-67.0,-59.0,-68.0,-71.0,-59.0,-68.0
2536,21,-75.0,-70.0,-70.0,-57.0,-64.0,-72.0,-66.0,-77.0,-75.0,-80.0,-73.0,-64.0,-59.0,-56.0,-63.0,-53.0,-55.0,-55.0,-59.0
2536,21,,-68.0,-58.0,-61.0,,-50.0,-53.0,-74.0,-68.0,-47.0,-60.0,-63.0,-60.0,-67.0,-59.0,-68.0,-71.0,-59.0,-68.0
2537,21,-75.0,-70.0,-70.0,-57.0,-64.0,-72.0,-66.0,-77.0,-75.0,-80.0,-73.0,-64.0,-59.0,-56.0,-63.0,-53.0,-55.0,-55.0,-59.0
2537,21,,-68.0,-58.0,-61.0,,-50.0,-53.0,-74.0,-68.0,-47.0,-60.0,-63.0,-60.0,-67.0,-59.0,-68.0,-71.0,-59.0,-68.0
2538,21,-75.0,-71.0,-64.0,-61.0,-63.0,-73.0,-70.0,-77.0,-74.0,-62.0,-77.0,-63.0,-60.0,-52.0,-62.0,-52.0,-62.0,-63.0,-59.0
2538,21,,-68.0,-58.0,-61.0,,-50.0,-53.0,-74.0,-68.0,-47.0,-60.0,-63.0,-60.0,-67.0,-59.0,-68.0,-71.0,-59.0,-68.0
2539,21,,-68.0,-58.0,-61.0,,-50.0,-53.0,-74.0,-68.0,-47.0,-60.0,-63.0,-60.0,-67.0,-59.0,-68.0,-71.0,-59.0,-68.0
2539,21,-75.0,-71.0,-64.0,-61.0,-63.0,-73.0,-70.0,-77.0,-74.0,-62.0,-77.0,-63.0,-60.0,-52.0,-62.0,-52.0,-62.0,-63.0,-59.0
2540,21,-75.0,-71.0,-64.0,-61.0,-63.0,-73.0,-70.0,-77.0,-74.0,-62.0,-77.0,-63.0,-60.0,-52.0,-62.0,-52.0,-62.0,-63.0,-59.0
2540,21,,-68.0,-58.0,-61.0,,-50.0,-53.0,-74.0,-68.0,-47.0,-60.0,-63.0,-60.0,-67.0,-59.0,-68.0,-71.0,-59.0,-68.0
2541,21,,-68.0,-58.0,-61.0,,-50.0,-53.0,-74.0,-68.0,-47.0,-60.0,-63.0,-60.0,-67.0,-59.0,-68.0,-71.0,-59.0,-68.0
2541,21,-75.0,-71.0,-64.0,-61.0,-63.0,-73.0,-70.0,-77.0,-74.0,-62.0,-77.0,-63.0,-60.0,-52.0,-62.0,-52.0,-62.0,-63.0,-59.0
2542,21,-75.0,-69.0,-77.0,-56.0,-58.0,-65.0,-70.0,,-68.0,-63.0,-77.0,-63.0,-63.0,-54.0,-64.0,-51.0,-65.0,-58.0,-57.0
2542,21,,-68.0,-58.0,-61.0,,-50.0,-53.0,-74.0,-68.0,-47.0,-60.0,-63.0,-60.0,-67.0,-59.0,-68.0,-71.0,-59.0,-68.0
2543,21,-72.0,-69.0,-73.0,-56.0,-56.0,-64.0,-67.0,,-68.0,-63.0,-77.0,-58.0,-64.0,-51.0,-60.0,-54.0,-90.0,-65.0,-59.0
2543,21,-76.0,-67.0,-60.0,-60.0,-72.0,-49.0,-52.0,-75.0,-65.0,-71.0,-55.0,-57.0,-59.0,-60.0,-60.0,-67.0,-70.0,-54.0,-60.0
2544,21,-76.0,-67.0,-60.0,-60.0,-72.0,-49.0,-52.0,-75.0,-65.0,-71.0,-55.0,-57.0,-59.0,-60.0,-60.0,-67.0,-70.0,-54.0,-60.0
2544,21,-72.0,-69.0,-73.0,-56.0,-56.0,-64.0,-67.0,,-68.0,-63.0,-77.0,-58.0,-64.0,-51.0,-60.0,-54.0,-90.0,-65.0,-59.0
2545,21,-72.0,-69.0,-73.0,-56.0,-56.0,-64.0,-67.0,,-68.0,-63.0,-77.0,-58.0,-64.0,-51.0,-60.0,-54.0,-90.0,-65.0,-59.0
2545,21,-76.0,-67.0,-60.0,-60.0,-72.0,-49.0,-52.0,-75.0,-65.0,-71.0,-55.0,-57.0,-59.0,-60.0,-60.0,-67.0,-70.0,-54.0,-60.0
2546,21,-72.0,-72.0,-73.0,-56.0,-58.0,-73.0,-70.0,-75.0,-68.0,-63.0,-77.0,-52.0,-64.0,-53.0,-60.0,-87.0,-57.0,-60.0,-59.0
2546,21,-76.0,-67.0,-60.0,-60.0,-72.0,-49.0,-52.0,-75.0,-65.0,-71.0,-55.0,-57.0,-59.0,-60.0,-60.0,-67.0,-70.0,-54.0,-60.0
2547,21,-76.0,-67.0,-60.0,-60.0,-72.0,-49.0,-52.0,-75.0,-65.0,-71.0,-55.0,-57.0,-59.0,-60.0,-60.0,-67.0,-70.0,-54.0,-60.0
2547,21,-72.0,-72.0,-73.0,-56.0,-58.0,-73.0,-70.0,-75.0,-68.0,-63.0,-77.0,-52.0,-64.0,-53.0,-60.0,-87.0,-57.0,-60.0,-59.0
2548,21,-72.0,-72.0,-73.0,-56.0,-58.0,-73.0,-70.0,-75.0,-68.0,-63.0,-77.0,-52.0,-64.0,-70.0,-60.0,-55.0,-57.0,-63.0,-59.0
2548,21,-76.0,-67.0,-60.0,-60.0,-72.0,-49.0,-52.0,-75.0,-65.0,-71.0,-55.0,-57.0,-59.0,-60.0,-60.0,-67.0,-70.0,-54.0,-60.0
2549,21,-72.0,-72.0,-73.0,-56.0,-58.0,-73.0,-70.0,-75.0,-68.0,-63.0,-77.0,-52.0,-64.0,-70.0,-60.0,-55.0,-57.0,-63.0,-59.0
2549,21,-76.0,-67.0,-60.0,-60.0,-72.0,-49.0,-52.0,-75.0,-65.0,-71.0,-55.0,-57.0,-59.0,-60.0,-60.0,-67.0,-70.0,-54.0,-60.0
2550,21,-76.0,-67.0,-60.0,-60.0,-72.0,-49.0,-52.0,-75.0,-65.0,-71.0,-55.0,-57.0,-59.0,-60.0,-60.0,-67.0,-70.0,-54.0,-60.0
2550,21,-73.0,-65.0,-71.0,-55.0,-58.0,-66.0,-69.0,-73.0,-65.0,-70.0,-75.0,-58.0,-67.0,-54.0,-55.0,-54.0,-60.0,-59.0,-60.0
2551,21,-73.0,-65.0,-71.0,-55.0,-58.0,-66.0,-69.0,-73.0,-65.0,-70.0,-75.0,-58.0,-67.0,-54.0,-55.0,-54.0,-60.0,-59.0,-60.0
2551,21,-76.0,-67.0,-60.0,-60.0,-72.0,-49.0,-52.0,-75.0,-65.0,-71.0,-55.0,-57.0,-59.0,-60.0,-60.0,-67.0,-70.0,-54.0,-60.0
2552,21,-72.0,-70.0,-72.0,-58.0,-57.0,-71.0,-69.0,-73.0,-67.0,-70.0,-74.0,-57.0,-67.0,-53.0,-55.0,-54.0,-56.0,-62.0,-60.0
2552,21,,-63.0,-64.0,-64.0,-73.0,-48.0,-52.0,-79.0,-65.0,-69.0,-59.0,-56.0,-61.0,-62.0,-59.0,-61.0,-66.0,-57.0,-66.0
2553,21,,-63.0,-64.0,-64.0,-73.0,-48.0,-52.0,-79.0,-65.0,-69.0,-59.0,-56.0,-61.0,-62.0,-59.0,-61.0,-66.0,-57.0,-66.0
2553,21,-72.0,-70.0,-72.0,-58.0,-57.0,-71.0,-69.0,-73.0,-67.0,-70.0,-74.0,-57.0,-67.0,-53.0,-55.0,-54.0,-56.0,-62.0,-60.0
2554,21,-70.0,-67.0,-72.0,-58.0,-58.0,-67.0,-71.0,-73.0,-65.0,-88.0,-73.0,-63.0,-65.0,-57.0,-60.0,-48.0,-58.0,-62.0,-65.0
2554,21,,-63.0,-64.0,-64.0,-73.0,-48.0,-52.0,-79.0,-65.0,-69.0,-59.0,-56.0,-61.0,-62.0,-59.0,-61.0,-66.0,-57.0,-66.0
2555,21,,-63.0,-64.0,-64.0,-73.0,-48.0,-52.0,-79.0,-65.0,-69.0,-59.0,-56.0,-61.0,-62.0,-59.0,-61.0,-66.0,-57.0,-66.0
2555,21,-70.0,-67.0,-72.0,-58.0,-58.0,-67.0,-71.0,-73.0,-65.0,-88.0,-73.0,-63.0,-65.0,-57.0,-60.0,-48.0,-58.0,-62.0,-65.0
2556,21,-70.0,-67.0,-72.0,-58.0,-58.0,-67.0,-71.0,-73.0,-65.0,-88.0,-73.0,-63.0,-65.0,-57.0,-60.0,-48.0,-58.0,-62.0,-65.0
2556,21,,-63.0,-64.0,-64.0,-73.0,-48.0,-52.0,-79.0,-65.0,-69.0,-59.0,-56.0,-61.0,-62.0,-59.0,-61.0,-66.0,-57.0,-66.0
2557,21,,-63.0,-64.0,-64.0,-73.0,-48.0,-52.0,-79.0,-65.0,-69.0,-59.0,-56.0,-61.0,-62.0,-59.0,-61.0,-66.0,-57.0,-66.0
2557,21,-72.0,-68.0,-64.0,-64.0,-56.0,-59.0,-60.0,-82.0,-67.0,-65.0,-74.0,-68.0,-68.0,-53.0,-57.0,-47.0,-60.0,-61.0,-59.0
2558,21,,-63.0,-64.0,-64.0,-73.0,-48.0,-52.0,-79.0,-65.0,-69.0,-59.0,-56.0,-61.0,-62.0,-59.0,-61.0,-66.0,-57.0,-66.0
2558,21,-72.0,-68.0,-64.0,-64.0,-56.0,-59.0,-60.0,-82.0,-67.0,-65.0,-74.0,-68.0,-68.0,-53.0,-57.0,-47.0,-60.0,-61.0,-59.0
2559,21,,-63.0,-64.0,-64.0,-73.0,-48.0,-52.0,-79.0,-65.0,-69.0,-59.0,-56.0,-61.0,-62.0,-59.0,-61.0,-66.0,-57.0,-66.0
2559,21,-79.0,-73.0,-67.0,-65.0,-55.0,-72.0,-66.0,-82.0,-65.0,-66.0,-74.0,-58.0,-66.0,-59.0,-62.0,-48.0,-56.0,-61.0,-56.0
2560,21,-79.0,-73.0,-67.0,-65.0,-55.0,-72.0,-66.0,-82.0,-65.0,-66.0,-74.0,-58.0,-66.0,-59.0,-62.0,-48.0,-56.0,-61.0,-56.0
2560,21,,-63.0,-64.0,-64.0,-73.0,-48.0,-52.0,-79.0,-65.0,-69.0,-59.0,-56.0,-61.0,-62.0,-59.0,-61.0,-66.0,-57.0,-66.0
2561,21,,,,-65.0,,-44.0,-56.0,,,,-57.0,,-69.0,,-84.0,,,-56.0,
2561,21,-66.0,-70.0,-63.0,-62.0,-56.0,-74.0,-72.0,-82.0,-67.0,-70.0,-76.0,-66.0,-63.0,-54.0,-54.0,-46.0,-58.0,-57.0,-58.0
2562,21,,,,-65.0,,-44.0,-56.0,,,,-57.0,,-69.0,,-84.0,,,-56.0,
2562,21,-81.0,-68.0,-68.0,-59.0,-63.0,-70.0,-66.0,-82.0,-70.0,-71.0,-75.0,-62.0,-69.0,-60.0,-57.0,-53.0,-62.0,-59.0,-60.0
2563,21,,,,-65.0,,-44.0,-56.0,,,,-57.0,,-69.0,,-84.0,,,-56.0,
2563,21,-81.0,-68.0,-68.0,-59.0,-63.0,-70.0,-66.0,-82.0,-70.0,-71.0,-75.0,-62.0,-69.0,-60.0,-57.0,-53.0,-62.0,-59.0,-60.0
2564,21,,,,-65.0,,-44.0,-56.0,,,,-57.0,,-69.0,,-84.0,,,-56.0,
2564,21,-81.0,-64.0,-70.0,-59.0,-64.0,-71.0,-65.0,-78.0,-70.0,-67.0,-72.0,-57.0,-60.0,-61.0,-55.0,-50.0,-57.0,-77.0,-58.0
2565,21,,,,-65.0,,-44.0,-56.0,,,,-57.0,,-69.0,,-84.0,,,-56.0,
2565,21,-81.0,-64.0,-70.0,-59.0,-64.0,-71.0,-65.0,-78.0,-70.0,-67.0,-72.0,-57.0,-60.0,-61.0,-55.0,-50.0,-57.0,-77.0,-58.0
2566,21,,,,-65.0,,-44.0,-56.0,,,,-57.0,,-69.0,,-84.0,,,-56.0,
2566,21,-80.0,-65.0,-73.0,-63.0,-62.0,-71.0,-68.0,-78.0,-68.0,-64.0,-70.0,-57.0,-58.0,-57.0,-53.0,-53.0,-56.0,-56.0,-58.0
2567,21,,,,-65.0,,-44.0,-56.0,,,,-57.0,,-69.0,,-84.0,,,-56.0,
2567,21,-80.0,-65.0,-73.0,-63.0,-62.0,-71.0,-68.0,-78.0,-68.0,-64.0,-70.0,-57.0,-58.0,-57.0,-53.0,-53.0,-56.0,-56.0,-58.0
2568,21,-80.0,-65.0,-73.0,-61.0,-62.0,-71.0,-68.0,-77.0,-69.0,-66.0,-70.0,-57.0,-89.0,-56.0,-55.0,-51.0,-57.0,-58.0,-58.0
2568,21,,,,-65.0,,-44.0,-56.0,,,,-57.0,,-69.0,,-84.0,,,-56.0,
2569,21,,,,-65.0,,-44.0,-56.0,,,,-57.0,,-69.0,,-84.0,,,-56.0,
2569,21,-80.0,-65.0,-73.0,-61.0,-62.0,-71.0,-68.0,-77.0,-69.0,-66.0,-70.0,-57.0,-89.0,-56.0,-55.0,-51.0,-57.0,-58.0,-58.0
2570,21,-80.0,-65.0,-73.0,-61.0,-62.0,-71.0,-68.0,-77.0,-69.0,-66.0,-70.0,-57.0,-89.0,-56.0,-55.0,-51.0,-57.0,-58.0,-58.0
2570,21,-74.0,-69.0,-62.0,-63.0,-66.0,-49.0,-53.0,-73.0,-60.0,-71.0,-57.0,-62.0,-59.0,-69.0,-60.0,-68.0,-63.0,-61.0,-59.0
2571,21,-74.0,-69.0,-62.0,-63.0,-66.0,-49.0,-53.0,-73.0,-60.0,-71.0,-57.0,-62.0,-59.0,-69.0,-60.0,-68.0,-63.0,-61.0,-59.0
2571,21,-80.0,-65.0,-73.0,-57.0,-61.0,-71.0,-63.0,-77.0,-69.0,-66.0,-70.0,-54.0,-62.0,-56.0,-59.0,-51.0,-59.0,-58.0,-58.0
2572,21,-80.0,-65.0,-73.0,-57.0,-61.0,-71.0,-63.0,-77.0,-69.0,-66.0,-70.0,-54.0,-62.0,-56.0,-59.0,-51.0,-59.0,-58.0,-58.0
2572,21,-74.0,-69.0,-62.0,-63.0,-66.0,-49.0,-53.0,-73.0,-60.0,-71.0,-57.0,-62.0,-59.0,-69.0,-60.0,-68.0,-63.0,-61.0,-59.0
2573,21,-91.0,-65.0,-70.0,-63.0,-54.0,-67.0,-63.0,-77.0,-72.0,-59.0,-74.0,-54.0,-64.0,-58.0,-60.0,-90.0,-60.0,-61.0,-92.0
2573,21,-74.0,-69.0,-62.0,-63.0,-66.0,-49.0,-53.0,-73.0,-60.0,-71.0,-57.0,-62.0,-59.0,-69.0,-60.0,-68.0,-63.0,-61.0,-59.0
